order_id,product_name,order_date,quantity,price
CA-2017-106180,Office Supplies,9/18/2017,3,144
CA-2017-155376,Office Supplies,12/22/2017,3,839
CA-2015-110744,Office Supplies,09-07-2015,7,672
CA-2014-110072,Furniture,10/22/2014,4,94
CA-2016-114489,Technology,12-05-2016,11,384
CA-2016-114489,Technology,12-05-2016,3,150
CA-2016-114489,Furniture,12-05-2016,8,1952
CA-2016-114489,Office Supplies,12-05-2016,5,172
CA-2016-158834,Office Supplies,3/13/2016,5,158
CA-2016-158834,Technology,3/13/2016,2,203
CA-2015-124919,Office Supplies,5/31/2015,7,58
CA-2015-124919,Office Supplies,5/31/2015,4,106
CA-2015-124919,Office Supplies,5/31/2015,6,81
CA-2015-118948,Office Supplies,5/28/2015,3,7
CA-2014-104269,Furniture,03-01-2014,2,458
CA-2016-114104,Office Supplies,11/20/2016,2,15
CA-2016-114104,Technology,11/20/2016,7,945
CA-2016-162733,Office Supplies,05-11-2016,1,6
CA-2015-119697,Technology,12/28/2015,2,54
CA-2016-154508,Office Supplies,11/16/2016,5,28
CA-2016-113817,Office Supplies,11-07-2016,2,28
CA-2014-139892,Office Supplies,09-08-2014,3,10
CA-2014-139892,Technology,09-08-2014,8,8160
CA-2014-139892,Office Supplies,09-08-2014,3,276
CA-2014-139892,Furniture,09-08-2014,9,1740
CA-2014-139892,Office Supplies,09-08-2014,6,32
CA-2014-139892,Office Supplies,09-08-2014,5,178
CA-2014-139892,Technology,09-08-2014,3,144
CA-2014-118962,Office Supplies,08-05-2014,3,21
CA-2014-118962,Office Supplies,08-05-2014,2,111
CA-2014-118962,Furniture,08-05-2014,7,340
US-2014-100853,Office Supplies,9/14/2014,2,52
US-2014-100853,Office Supplies,9/14/2014,4,20
US-2017-152366,Office Supplies,4/21/2017,4,97
US-2015-101511,Furniture,11/21/2015,7,397
US-2015-101511,Office Supplies,11/21/2015,5,16
CA-2015-137225,Office Supplies,12/15/2015,1,3
CA-2014-166191,Office Supplies,12-05-2014,2,25
CA-2014-166191,Technology,12-05-2014,7,409
CA-2014-158274,Technology,11/19/2014,4,504
CA-2014-158274,Technology,11/19/2014,5,150
CA-2014-158274,Technology,11/19/2014,2,29
CA-2016-105018,Office Supplies,11/28/2016,2,7
CA-2014-123260,Technology,8/26/2014,8,177
CA-2016-157000,Office Supplies,7/16/2016,3,37
CA-2016-157000,Office Supplies,7/16/2016,3,20
CA-2015-102281,Furniture,10-12-2015,4,899
CA-2015-102281,Technology,10-12-2015,6,72
CA-2015-102281,Office Supplies,10-12-2015,8,52
CA-2015-102281,Furniture,10-12-2015,3,626
CA-2015-102281,Office Supplies,10-12-2015,5,20
CA-2015-131457,Office Supplies,10/31/2015,7,14
CA-2014-140004,Office Supplies,3/21/2014,2,7
CA-2014-140004,Office Supplies,3/21/2014,3,6
CA-2017-107720,Office Supplies,11-06-2017,3,46
US-2017-124303,Office Supplies,07-06-2017,2,3
US-2017-124303,Office Supplies,07-06-2017,3,16
CA-2017-105074,Office Supplies,6/24/2017,3,22
CA-2014-133690,Furniture,08-03-2014,2,219
CA-2014-133690,Office Supplies,08-03-2014,1,3
US-2017-116701,Office Supplies,12/17/2017,2,66
CA-2017-126382,Furniture,06-03-2017,7,35
CA-2017-108329,Technology,12-09-2017,4,445
CA-2017-135860,Office Supplies,12-01-2017,4,84
CA-2017-135860,Technology,12-01-2017,2,132
CA-2017-135860,Office Supplies,12-01-2017,4,16
CA-2017-135860,Office Supplies,12-01-2017,9,52
CA-2017-135860,Office Supplies,12-01-2017,1,92
CA-2015-101007,Technology,02-09-2015,2,21
CA-2015-146262,Office Supplies,01-02-2015,2,24
CA-2015-146262,Furniture,01-02-2015,5,452
CA-2015-146262,Technology,01-02-2015,3,63
CA-2015-146262,Technology,01-02-2015,9,1188
CA-2015-146262,Technology,01-02-2015,2,90
CA-2016-130162,Office Supplies,10/28/2016,6,93
CA-2016-130162,Technology,10/28/2016,3,302
CA-2015-169397,Office Supplies,12/24/2015,2,6
CA-2015-169397,Office Supplies,12/24/2015,6,23
CA-2015-169397,Office Supplies,12/24/2015,4,20
CA-2015-169397,Furniture,12/24/2015,4,73
CA-2015-169397,Technology,12/24/2015,4,480
CA-2015-169397,Office Supplies,12/24/2015,2,27
CA-2015-163055,Office Supplies,08-09-2015,1,2
CA-2015-163055,Furniture,08-09-2015,5,622
CA-2015-163055,Office Supplies,08-09-2015,1,22
US-2015-145436,Furniture,2/28/2015,2,162
US-2015-145436,Furniture,2/28/2015,8,390
US-2014-156216,Office Supplies,9/13/2014,7,19
US-2017-100930,Furniture,04-07-2017,2,234
US-2017-100930,Furniture,04-07-2017,3,621
US-2017-100930,Office Supplies,04-07-2017,2,5
US-2017-100930,Furniture,04-07-2017,3,258
US-2017-100930,Technology,04-07-2017,3,618
CA-2017-160514,Office Supplies,11-12-2017,2,11
CA-2016-157749,Office Supplies,06-04-2016,5,26
CA-2016-157749,Furniture,06-04-2016,5,420
CA-2016-157749,Furniture,06-04-2016,3,12
CA-2016-157749,Technology,06-04-2016,2,32
CA-2016-157749,Furniture,06-04-2016,5,177
CA-2016-157749,Furniture,06-04-2016,3,4
CA-2016-157749,Office Supplies,06-04-2016,2,7
CA-2014-131926,Furniture,06-01-2014,7,2002
CA-2014-131926,Office Supplies,06-01-2014,2,167
CA-2014-131926,Office Supplies,06-01-2014,6,48
CA-2014-131926,Office Supplies,06-01-2014,5,1503
CA-2014-131926,Office Supplies,06-01-2014,4,26
CA-2016-154739,Furniture,12-10-2016,2,322
CA-2016-145625,Office Supplies,09-11-2016,1,8
CA-2016-145625,Technology,09-11-2016,13,3347
CA-2016-146941,Office Supplies,12-10-2016,6,81
CA-2016-146941,Office Supplies,12-10-2016,4,362
US-2015-159982,Furniture,11/28/2015,9,12
US-2015-159982,Office Supplies,11/28/2015,2,82
US-2015-159982,Office Supplies,11/28/2015,5,54
US-2015-159982,Technology,11/28/2015,6,648
CA-2017-163139,Technology,12-01-2017,3,20
CA-2017-163139,Office Supplies,12-01-2017,3,222
CA-2017-163139,Office Supplies,12-01-2017,5,18
US-2017-155299,Office Supplies,06-08-2017,2,2
US-2014-106992,Technology,9/19/2014,3,3060
US-2014-106992,Technology,9/19/2014,7,2520
CA-2016-125318,Technology,06-06-2016,4,328
CA-2015-155040,Technology,11-10-2015,2,80
CA-2017-136826,Office Supplies,6/16/2017,3,14
CA-2016-111010,Office Supplies,1/22/2016,6,8
US-2017-145366,Office Supplies,12-09-2017,1,37
US-2017-145366,Office Supplies,12-09-2017,3,58
CA-2017-163979,Office Supplies,12/28/2017,4,726
CA-2015-155334,Technology,7/30/2015,7,210
CA-2015-155334,Furniture,7/30/2015,3,5
CA-2015-155334,Office Supplies,7/30/2015,3,11
CA-2017-118136,Office Supplies,9/16/2017,2,9
CA-2017-118136,Office Supplies,9/16/2017,1,6
CA-2017-132976,Office Supplies,10/13/2017,2,12
CA-2017-132976,Office Supplies,10/13/2017,4,18
CA-2017-132976,Office Supplies,10/13/2017,6,60
CA-2017-132976,Office Supplies,10/13/2017,3,25
US-2015-161991,Office Supplies,9/26/2015,5,2
US-2015-161991,Technology,9/26/2015,7,1114
CA-2015-130890,Furniture,11-02-2015,5,1039
CA-2015-130883,Office Supplies,9/26/2015,5,142
CA-2015-130883,Technology,9/26/2015,5,240
CA-2015-130883,Office Supplies,9/26/2015,6,31
CA-2016-112697,Office Supplies,12/18/2016,7,254
CA-2016-112697,Office Supplies,12/18/2016,2,195
CA-2016-112697,Office Supplies,12/18/2016,5,961
CA-2016-110772,Office Supplies,11/20/2016,7,19
CA-2016-110772,Office Supplies,11/20/2016,8,18
CA-2016-110772,Technology,11/20/2016,2,256
CA-2016-110772,Furniture,11/20/2016,3,87
CA-2014-111451,Furniture,12/26/2014,8,300
CA-2014-111451,Furniture,12/26/2014,3,230
CA-2014-111451,Furniture,12/26/2014,3,218
CA-2014-111451,Office Supplies,12/26/2014,5,79
CA-2014-111451,Office Supplies,12/26/2014,3,28
CA-2016-142545,Office Supplies,10/28/2016,5,32
CA-2016-142545,Office Supplies,10/28/2016,8,1082
CA-2016-142545,Office Supplies,10/28/2016,3,57
CA-2016-142545,Furniture,10/28/2016,4,78
CA-2016-142545,Office Supplies,10/28/2016,1,14
US-2017-152380,Furniture,11/19/2017,3,219
CA-2015-144253,Furniture,05-04-2015,2,27
CA-2014-130960,Office Supplies,12/30/2014,3,10
CA-2014-111003,Office Supplies,06-01-2014,3,45
CA-2014-111003,Office Supplies,06-01-2014,6,289
CA-2017-126774,Office Supplies,4/15/2017,1,5
CA-2016-142902,Furniture,09-12-2016,4,15
CA-2016-142902,Furniture,09-12-2016,2,467
CA-2016-142902,Furniture,09-12-2016,1,15
CA-2016-142902,Office Supplies,09-12-2016,3,6
CA-2014-120887,Furniture,9/27/2014,3,88
CA-2014-167850,Technology,08-09-2014,2,178
CA-2014-167850,Office Supplies,08-09-2014,3,16
CA-2014-164259,Office Supplies,12/28/2014,4,99
CA-2014-164973,Furniture,11-04-2014,1,136
CA-2014-164973,Technology,11-04-2014,2,3992
CA-2014-164973,Technology,11-04-2014,6,276
CA-2014-164973,Technology,11-04-2014,4,360
CA-2014-164973,Office Supplies,11-04-2014,1,44
CA-2014-156601,Office Supplies,9/19/2014,2,7
CA-2016-162138,Office Supplies,4/23/2016,6,252
CA-2016-162138,Technology,4/23/2016,1,100
CA-2017-153339,Furniture,11-03-2017,1,16
US-2016-141544,Technology,8/30/2016,3,291
US-2016-141544,Office Supplies,8/30/2016,2,54
US-2016-141544,Furniture,8/30/2016,4,787
US-2016-141544,Office Supplies,8/30/2016,10,100
US-2016-141544,Office Supplies,8/30/2016,6,38
US-2016-150147,Technology,4/25/2016,2,83
US-2016-150147,Office Supplies,4/25/2016,2,21
US-2016-150147,Office Supplies,4/25/2016,3,5
CA-2015-137946,Office Supplies,09-01-2015,1,5
CA-2015-137946,Technology,09-01-2015,2,960
CA-2015-137946,Office Supplies,09-01-2015,4,14
CA-2014-129924,Office Supplies,07-12-2014,2,8
CA-2014-129924,Furniture,07-12-2014,3,698
CA-2015-128167,Office Supplies,6/22/2015,4,5
CA-2014-122336,Office Supplies,4/13/2014,4,18
CA-2014-122336,Office Supplies,4/13/2014,10,510
CA-2014-122336,Office Supplies,4/13/2014,13,31
CA-2014-122336,Technology,4/13/2014,12,72
US-2015-120712,Office Supplies,12/20/2015,4,89
CA-2017-169901,Technology,6/15/2017,3,48
CA-2017-134306,Office Supplies,07-08-2017,3,8
CA-2017-134306,Office Supplies,07-08-2017,2,25
CA-2017-134306,Office Supplies,07-08-2017,2,13
CA-2016-129714,Technology,09-01-2016,1,7
CA-2016-129714,Office Supplies,09-01-2016,2,25
CA-2016-129714,Office Supplies,09-01-2016,1,3
CA-2016-129714,Office Supplies,09-01-2016,4,49
CA-2016-129714,Office Supplies,09-01-2016,4,4355
CA-2016-138520,Furniture,04-08-2016,6,389
CA-2016-138520,Office Supplies,04-08-2016,2,8
CA-2016-138520,Office Supplies,04-08-2016,4,17
CA-2016-138520,Office Supplies,04-08-2016,5,34
CA-2016-130001,Office Supplies,4/23/2016,5,36
CA-2017-155698,Office Supplies,03-08-2017,8,648
CA-2017-155698,Office Supplies,03-08-2017,2,21
CA-2017-144904,Office Supplies,9/25/2017,2,21
CA-2017-144904,Furniture,9/25/2017,3,489
CA-2017-144904,Office Supplies,9/25/2017,2,6
CA-2017-144904,Furniture,9/25/2017,8,47
CA-2014-123344,Office Supplies,9/24/2014,4,212
CA-2016-155516,Office Supplies,10/21/2016,4,23
CA-2016-155516,Office Supplies,10/21/2016,2,7
CA-2016-155516,Office Supplies,10/21/2016,7,105
CA-2016-155516,Furniture,10/21/2016,4,1044
CA-2017-104745,Office Supplies,5/29/2017,5,26
CA-2017-104745,Office Supplies,5/29/2017,3,53
US-2014-119137,Office Supplies,7/23/2014,5,8
US-2014-119137,Technology,7/23/2014,8,1024
US-2014-119137,Office Supplies,7/23/2014,1,9
US-2014-119137,Technology,7/23/2014,10,479
US-2016-134656,Office Supplies,9/28/2016,4,99
US-2017-134481,Furniture,8/27/2017,7,1488
CA-2015-130792,Office Supplies,4/28/2015,3,9
CA-2015-130792,Office Supplies,4/28/2015,3,24
CA-2015-130792,Office Supplies,4/28/2015,4,12
CA-2016-134775,Office Supplies,10/28/2016,7,51
CA-2016-134775,Office Supplies,10/28/2016,3,50
CA-2015-125395,Technology,6/26/2015,2,42
US-2015-168935,Furniture,11/27/2015,3,375
US-2015-168935,Technology,11/27/2015,3,84
CA-2015-122756,Technology,12-03-2015,4,482
CA-2015-122756,Furniture,12-03-2015,1,3
CA-2014-115973,Office Supplies,11/24/2014,1,3
CA-2017-101798,Office Supplies,12-11-2017,4,23
CA-2017-101798,Technology,12-11-2017,2,40
US-2014-135972,Technology,9/21/2014,2,246
US-2014-135972,Technology,9/21/2014,3,1800
US-2014-134971,Office Supplies,06-07-2014,3,12
CA-2017-102946,Office Supplies,6/30/2017,3,76
CA-2017-165603,Office Supplies,10/17/2017,2,50
CA-2017-165603,Office Supplies,10/17/2017,2,13
CA-2015-122259,Office Supplies,10/31/2015,4,70
CA-2016-108987,Office Supplies,09-08-2016,3,36
CA-2016-108987,Furniture,09-08-2016,4,2396
CA-2016-108987,Office Supplies,09-08-2016,4,131
CA-2016-108987,Technology,09-08-2016,2,58
CA-2014-113166,Office Supplies,12/24/2014,2,10
CA-2014-155208,Office Supplies,4/16/2014,6,39
CA-2017-117933,Office Supplies,12/24/2017,3,36
CA-2017-117457,Technology,12-08-2017,5,180
CA-2017-117457,Technology,12-08-2017,3,1200
CA-2017-117457,Office Supplies,12-08-2017,5,27
CA-2017-117457,Furniture,12-08-2017,7,1004
CA-2017-117457,Office Supplies,12-08-2017,1,10
CA-2017-117457,Office Supplies,12-08-2017,9,28
CA-2017-117457,Office Supplies,12-08-2017,1,56
CA-2017-117457,Furniture,12-08-2017,13,1337
CA-2017-117457,Furniture,12-08-2017,2,114
CA-2017-142636,Office Supplies,11-03-2017,7,140
CA-2017-142636,Furniture,11-03-2017,4,307
CA-2017-122105,Office Supplies,6/24/2017,8,96
CA-2016-148796,Furniture,4/14/2016,5,384
CA-2017-154816,Office Supplies,11-06-2017,1,6
CA-2017-110478,Office Supplies,03-04-2017,4,9
CA-2017-110478,Office Supplies,03-04-2017,1,15
CA-2014-142048,Technology,6/22/2014,6,197
CA-2017-125388,Furniture,10/19/2017,4,57
CA-2017-125388,Office Supplies,10/19/2017,3,33
CA-2017-155705,Furniture,8/21/2017,4,866
CA-2017-149160,Furniture,11/23/2017,2,28
CA-2017-149160,Office Supplies,11/23/2017,8,288
CA-2014-101476,Technology,09-12-2014,1,70
CA-2017-152275,Office Supplies,10-01-2017,6,7
US-2016-123750,Office Supplies,4/15/2016,2,190
US-2016-123750,Technology,4/15/2016,7,409
US-2016-123750,Technology,4/15/2016,5,292
US-2016-123750,Office Supplies,4/15/2016,2,5
CA-2016-127369,Office Supplies,06-06-2016,5,714
US-2014-150574,Office Supplies,12/19/2014,2,5
US-2014-150574,Technology,12/19/2014,5,248
CA-2016-147375,Technology,06-12-2016,3,1008
CA-2016-147375,Office Supplies,06-12-2016,7,313
CA-2017-130043,Office Supplies,9/15/2017,8,32
CA-2017-157252,Furniture,1/20/2017,3,208
CA-2016-115756,Furniture,09-05-2016,1,12
CA-2016-115756,Office Supplies,09-05-2016,3,195
CA-2016-115756,Office Supplies,09-05-2016,3,71
CA-2016-115756,Office Supplies,09-05-2016,4,91
CA-2016-115756,Furniture,09-05-2016,3,243
CA-2016-115756,Office Supplies,09-05-2016,7,22
CA-2017-154214,Furniture,3/20/2017,1,3
CA-2016-166674,Office Supplies,04-01-2016,3,60
CA-2016-166674,Office Supplies,04-01-2016,3,162
CA-2016-166674,Office Supplies,04-01-2016,6,264
CA-2016-166674,Office Supplies,04-01-2016,3,30
CA-2016-166674,Office Supplies,04-01-2016,3,10
CA-2016-166674,Technology,04-01-2016,4,35
CA-2017-147277,Furniture,10/20/2017,2,284
CA-2017-147277,Office Supplies,10/20/2017,2,665
CA-2016-100153,Technology,12/13/2016,4,64
US-2014-110674,Furniture,02-12-2014,2,130
US-2016-157945,Furniture,9/26/2016,3,748
US-2016-157945,Office Supplies,9/26/2016,2,9
CA-2015-109638,Office Supplies,12/15/2015,4,104
CA-2015-109638,Technology,12/15/2015,9,900
CA-2015-109638,Office Supplies,12/15/2015,3,51
CA-2016-109869,Furniture,4/22/2016,5,24
CA-2016-109869,Furniture,4/22/2016,6,1273
CA-2016-109869,Office Supplies,4/22/2016,5,28
CA-2016-109869,Office Supplies,4/22/2016,2,185
CA-2016-109869,Office Supplies,4/22/2016,2,78
US-2015-101399,Furniture,1/17/2015,7,255
CA-2017-154907,Furniture,3/31/2017,2,205
US-2016-100419,Office Supplies,12/16/2016,3,5
CA-2015-154144,Office Supplies,12/20/2015,1,55
CA-2014-144666,Office Supplies,11-09-2014,3,341
CA-2014-144666,Furniture,11-09-2014,2,223
CA-2014-144666,Technology,11-09-2014,4,704
CA-2014-144666,Office Supplies,11-09-2014,6,93
CA-2014-144666,Office Supplies,11-09-2014,7,63
CA-2014-144666,Office Supplies,11-09-2014,5,95
CA-2016-103891,Technology,07-12-2016,6,96
CA-2016-152632,Furniture,10/27/2016,3,40
CA-2016-100790,Office Supplies,6/26/2016,5,15
CA-2016-100790,Office Supplies,6/26/2016,5,704
CA-2014-134677,Technology,10-06-2014,3,9
CA-2014-127691,Office Supplies,7/22/2014,2,6
CA-2014-127691,Technology,7/22/2014,2,160
CA-2017-140963,Office Supplies,06-10-2017,2,30
CA-2017-140963,Furniture,06-10-2017,5,514
CA-2017-140963,Technology,06-10-2017,5,280
CA-2014-154627,Technology,10/29/2014,6,2736
CA-2014-133753,Technology,06-09-2014,1,8
CA-2014-133753,Technology,06-09-2014,2,64
CA-2014-133753,Office Supplies,06-09-2014,2,70
CA-2014-113362,Office Supplies,9/14/2014,5,449
CA-2014-113362,Office Supplies,9/14/2014,3,11
CA-2016-169166,Technology,05-09-2016,2,94
US-2016-120929,Furniture,3/18/2016,3,190
CA-2015-134782,Office Supplies,12/27/2015,2,105
CA-2016-126158,Office Supplies,7/25/2016,8,120
CA-2016-126158,Furniture,7/25/2016,4,256
CA-2016-126158,Furniture,7/25/2016,2,242
CA-2016-126158,Furniture,7/25/2016,9,69
US-2016-105578,Office Supplies,5/30/2016,2,23
US-2016-105578,Office Supplies,5/30/2016,2,15
US-2016-105578,Furniture,5/30/2016,2,802
US-2016-105578,Office Supplies,5/30/2016,3,2
US-2016-105578,Office Supplies,5/30/2016,1,33
CA-2017-134978,Office Supplies,11-12-2017,5,16
CA-2015-145352,Office Supplies,3/16/2015,1,3
CA-2015-145352,Office Supplies,3/16/2015,3,8
CA-2015-145352,Office Supplies,3/16/2015,3,47
CA-2015-145352,Office Supplies,3/16/2015,5,6355
CA-2017-135307,Furniture,11/26/2017,3,126
CA-2017-135307,Technology,11/26/2017,2,38
CA-2016-106341,Office Supplies,10/20/2016,3,7
CA-2017-163405,Office Supplies,12/21/2017,3,7
CA-2017-163405,Office Supplies,12/21/2017,2,6
CA-2017-127432,Technology,1/22/2017,5,3000
CA-2017-127432,Office Supplies,1/22/2017,3,51
CA-2017-127432,Office Supplies,1/22/2017,2,12
CA-2017-127432,Office Supplies,1/22/2017,3,1126
CA-2015-157812,Technology,3/22/2015,1,18
CA-2015-157812,Office Supplies,3/22/2015,2,130
CA-2015-157812,Office Supplies,3/22/2015,9,14
CA-2017-145142,Furniture,1/23/2017,2,211
US-2016-139486,Technology,5/21/2016,3,55
US-2016-139486,Technology,5/21/2016,2,66
CA-2015-158792,Office Supplies,12/26/2015,5,22
CA-2017-113558,Furniture,10/21/2017,3,684
CA-2017-113558,Furniture,10/21/2017,3,46
US-2015-138303,Office Supplies,09-03-2015,3,36
US-2015-138303,Office Supplies,09-03-2015,1,666
US-2015-138303,Office Supplies,09-03-2015,6,53
CA-2015-102848,Furniture,11-07-2015,1,191
US-2017-129441,Furniture,09-07-2017,3,48
CA-2016-168753,Technology,5/29/2016,5,980
CA-2016-168753,Office Supplies,5/29/2016,5,23
CA-2016-126613,Office Supplies,07-10-2016,2,17
US-2017-122637,Office Supplies,09-03-2017,7,43
CA-2015-147851,Office Supplies,12-03-2015,4,11
CA-2015-134894,Office Supplies,12-07-2015,3,153
CA-2015-134894,Furniture,12-07-2015,4,284
